SampleID 	Mouse 	Cage	Day	Gender	Co_Housed	Genotype	Treatment_Grp	Colonization630_stat	Treatment_1	Treatment_2	Year
151D0	151	15	0	male	yes	RAG	Naive_VPI	uncolonized	mock	VPI	2014
151D1	151	15	1	male	yes	RAG	Naive_VPI	uncolonized	mock	VPI	2014
151D10	151	15	10	male	yes	RAG	Naive_VPI	uncolonized	mock	VPI	2014
151D16	151	15	16	male	yes	RAG	Naive_VPI	uncolonized	mock	VPI	2014
151D22	151	15	22	male	yes	RAG	Naive_VPI	uncolonized	mock	VPI	2014
151D4	151	15	4	male	yes	RAG	Naive_VPI	uncolonized	mock	VPI	2014
151D44	151	15	44	male	yes	RAG	Naive_VPI	uncolonized	mock	VPI	2014
151D7	151	15	7	male	yes	RAG	Naive_VPI	uncolonized	mock	VPI	2014
151Dneg15	151	15	-15	male	yes	RAG	Naive_VPI	uncolonized	mock	VPI	2014
152D0	152	15	0	male	yes	RAG	Naive_VPI	uncolonized	mock	VPI	2014
152D1	152	15	1	male	yes	RAG	Naive_VPI	uncolonized	mock	VPI	2014
152D10	152	15	10	male	yes	RAG	Naive_VPI	uncolonized	mock	VPI	2014
152D16	152	15	16	male	yes	RAG	Naive_VPI	uncolonized	mock	VPI	2014
152D22	152	15	22	male	yes	RAG	Naive_VPI	uncolonized	mock	VPI	2014
152D4	152	15	4	male	yes	RAG	Naive_VPI	uncolonized	mock	VPI	2014
152D44	152	15	44	male	yes	RAG	Naive_VPI	uncolonized	mock	VPI	2014
152D7	152	15	7	male	yes	RAG	Naive_VPI	uncolonized	mock	VPI	2014
152Dneg15	152	15	-15	male	yes	RAG	Naive_VPI	uncolonized	mock	VPI	2014
153D0	153	15	0	male	yes	RAG	Naive_VPI	uncolonized	mock	VPI	2014
153D1	153	15	1	male	yes	RAG	Naive_VPI	uncolonized	mock	VPI	2014
153D10	153	15	10	male	yes	RAG	Naive_VPI	uncolonized	mock	VPI	2014
153D16	153	15	16	male	yes	RAG	Naive_VPI	uncolonized	mock	VPI	2014
153D22	153	15	22	male	yes	RAG	Naive_VPI	uncolonized	mock	VPI	2014
153D4	153	15	4	male	yes	RAG	Naive_VPI	uncolonized	mock	VPI	2014
153D44	153	15	44	male	yes	RAG	Naive_VPI	uncolonized	mock	VPI	2014
153D7	153	15	7	male	yes	RAG	Naive_VPI	uncolonized	mock	VPI	2014
153Dneg15	153	15	-15	male	yes	RAG	Naive_VPI	uncolonized	mock	VPI	2014
154D0	154	15	0	male	yes	RAG	Naive_VPI	uncolonized	mock	VPI	2014
154D1	154	15	1	male	yes	RAG	Naive_VPI	uncolonized	mock	VPI	2014
154D10	154	15	10	male	yes	RAG	Naive_VPI	uncolonized	mock	VPI	2014
154D16	154	15	16	male	yes	RAG	Naive_VPI	uncolonized	mock	VPI	2014
154D22	154	15	22	male	yes	RAG	Naive_VPI	uncolonized	mock	VPI	2014
154D4	154	15	4	male	yes	RAG	Naive_VPI	uncolonized	mock	VPI	2014
154D44	154	15	44	male	yes	RAG	Naive_VPI	uncolonized	mock	VPI	2014
154D7	154	15	7	male	yes	RAG	Naive_VPI	uncolonized	mock	VPI	2014
154Dneg15	154	15	-15	male	yes	RAG	Naive_VPI	uncolonized	mock	VPI	2014
161D0	161	16	0	male	yes	RAG	630_VPI	cleared	630	VPI	2014
161D1	161	16	1	male	yes	RAG	630_VPI	cleared	630	VPI	2014
161D10	161	16	10	male	yes	RAG	630_VPI	cleared	630	VPI	2014
161D16	161	16	16	male	yes	RAG	630_VPI	cleared	630	VPI	2014
161D22	161	16	22	male	yes	RAG	630_VPI	cleared	630	VPI	2014
161D4	161	16	4	male	yes	RAG	630_VPI	cleared	630	VPI	2014
161D44	161	16	44	male	yes	RAG	630_VPI	cleared	630	VPI	2014
161D7	161	16	7	male	yes	RAG	630_VPI	cleared	630	VPI	2014
161Dneg15	161	16	-15	male	yes	RAG	630_VPI	cleared	630	VPI	2014
162D0	162	16	0	male	yes	RAG	630_VPI	cleared	630	VPI	2014
162D1	162	16	1	male	yes	RAG	630_VPI	cleared	630	VPI	2014
162D10	162	16	10	male	yes	RAG	630_VPI	cleared	630	VPI	2014
162D16	162	16	16	male	yes	RAG	630_VPI	cleared	630	VPI	2014
162D22	162	16	22	male	yes	RAG	630_VPI	cleared	630	VPI	2014
162D4	162	16	4	male	yes	RAG	630_VPI	cleared	630	VPI	2014
162D44	162	16	44	male	yes	RAG	630_VPI	cleared	630	VPI	2014
162D7	162	16	7	male	yes	RAG	630_VPI	cleared	630	VPI	2014
162Dneg15	162	16	-15	male	yes	RAG	630_VPI	cleared	630	VPI	2014
163D0	163	16	0	male	yes	RAG	630_VPI	cleared	630	VPI	2014
163D1	163	16	1	male	yes	RAG	630_VPI	cleared	630	VPI	2014
163D10	163	16	10	male	yes	RAG	630_VPI	cleared	630	VPI	2014
163D16	163	16	16	male	yes	RAG	630_VPI	cleared	630	VPI	2014
163D22	163	16	22	male	yes	RAG	630_VPI	cleared	630	VPI	2014
163D4	163	16	4	male	yes	RAG	630_VPI	cleared	630	VPI	2014
163D44	163	16	44	male	yes	RAG	630_VPI	cleared	630	VPI	2014
163D7	163	16	7	male	yes	RAG	630_VPI	cleared	630	VPI	2014
163Dneg15	163	16	-15	male	yes	RAG	630_VPI	cleared	630	VPI	2014
164D0	164	16	0	male	yes	RAG	630_VPI	cleared	630	VPI	2014
164D1	164	16	1	male	yes	RAG	630_VPI	cleared	630	VPI	2014
164D10	164	16	10	male	yes	RAG	630_VPI	cleared	630	VPI	2014
164D16	164	16	16	male	yes	RAG	630_VPI	cleared	630	VPI	2014
164D22	164	16	22	male	yes	RAG	630_VPI	cleared	630	VPI	2014
164D4	164	16	4	male	yes	RAG	630_VPI	cleared	630	VPI	2014
164D44	164	16	44	male	yes	RAG	630_VPI	cleared	630	VPI	2014
164D7	164	16	7	male	yes	RAG	630_VPI	cleared	630	VPI	2014
164Dneg15	164	16	-15	male	yes	RAG	630_VPI	cleared	630	VPI	2014
173D0	173	17	0	female	yes	RAG	Naive_VPI	uncolonized	mock	VPI	2014
173D1	173	17	1	female	yes	RAG	Naive_VPI	uncolonized	mock	VPI	2014
173D10	173	17	10	female	yes	RAG	Naive_VPI	uncolonized	mock	VPI	2014
173D16	173	17	16	female	yes	RAG	Naive_VPI	uncolonized	mock	VPI	2014
173D22	173	17	22	female	yes	RAG	Naive_VPI	uncolonized	mock	VPI	2014
173D4	173	17	4	female	yes	RAG	Naive_VPI	uncolonized	mock	VPI	2014
173D44	173	17	44	female	yes	RAG	Naive_VPI	uncolonized	mock	VPI	2014
173D7	173	17	7	female	yes	RAG	Naive_VPI	uncolonized	mock	VPI	2014
173Dneg15	173	17	-15	female	yes	RAG	Naive_VPI	uncolonized	mock	VPI	2014
174D0	174	17	0	female	yes	RAG	Naive_VPI	uncolonized	mock	VPI	2014
174D1	174	17	1	female	yes	RAG	Naive_VPI	uncolonized	mock	VPI	2014
174D10	174	17	10	female	yes	RAG	Naive_VPI	uncolonized	mock	VPI	2014
174D16	174	17	16	female	yes	RAG	Naive_VPI	uncolonized	mock	VPI	2014
174D22	174	17	22	female	yes	RAG	Naive_VPI	uncolonized	mock	VPI	2014
174D4	174	17	4	female	yes	RAG	Naive_VPI	uncolonized	mock	VPI	2014
174D44	174	17	44	female	yes	RAG	Naive_VPI	uncolonized	mock	VPI	2014
174D7	174	17	7	female	yes	RAG	Naive_VPI	uncolonized	mock	VPI	2014
174Dneg15	174	17	-15	female	yes	RAG	Naive_VPI	uncolonized	mock	VPI	2014
181D0	181	18	0	female	yes	RAG	630_VPI	colonized	630	VPI	2014
181D1	181	18	1	female	yes	RAG	630_VPI	colonized	630	VPI	2014
181D4	181	18	4	female	yes	RAG	630_VPI	colonized	630	VPI	2014
181Dneg15	181	18	-15	female	yes	RAG	630_VPI	colonized	630	VPI	2014
182D0	182	18	0	female	yes	RAG	630_VPI	colonized	630	VPI	2014
182D1	182	18	1	female	yes	RAG	630_VPI	colonized	630	VPI	2014
182D10	182	18	10	female	yes	RAG	630_VPI	colonized	630	VPI	2014
182D16	182	18	16	female	yes	RAG	630_VPI	colonized	630	VPI	2014
182D22	182	18	22	female	yes	RAG	630_VPI	colonized	630	VPI	2014
182D4	182	18	4	female	yes	RAG	630_VPI	colonized	630	VPI	2014
182D44	182	18	44	female	yes	RAG	630_VPI	colonized	630	VPI	2014
182D7	182	18	7	female	yes	RAG	630_VPI	colonized	630	VPI	2014
182Dneg15	182	18	-15	female	yes	RAG	630_VPI	colonized	630	VPI	2014
183D0	183	18	0	female	yes	RAG	630_VPI	colonized	630	VPI	2014
183D1	183	18	1	female	yes	RAG	630_VPI	colonized	630	VPI	2014
183D10	183	18	10	female	yes	RAG	630_VPI	colonized	630	VPI	2014
183D16	183	18	16	female	yes	RAG	630_VPI	colonized	630	VPI	2014
183D22	183	18	22	female	yes	RAG	630_VPI	colonized	630	VPI	2014
183D4	183	18	4	female	yes	RAG	630_VPI	colonized	630	VPI	2014
183D44	183	18	44	female	yes	RAG	630_VPI	colonized	630	VPI	2014
183D7	183	18	7	female	yes	RAG	630_VPI	colonized	630	VPI	2014
183Dneg15	183	18	-15	female	yes	RAG	630_VPI	colonized	630	VPI	2014
184D0	184	18	0	female	yes	RAG	630_VPI	colonized	630	VPI	2014
184D1	184	18	1	female	yes	RAG	630_VPI	colonized	630	VPI	2014
184D10	184	18	10	female	yes	RAG	630_VPI	colonized	630	VPI	2014
184D16	184	18	16	female	yes	RAG	630_VPI	colonized	630	VPI	2014
184D22	184	18	22	female	yes	RAG	630_VPI	colonized	630	VPI	2014
184D4	184	18	4	female	yes	RAG	630_VPI	colonized	630	VPI	2014
184D44	184	18	44	female	yes	RAG	630_VPI	colonized	630	VPI	2014
184D7	184	18	7	female	yes	RAG	630_VPI	colonized	630	VPI	2014
184Dneg15	184	18	-15	female	yes	RAG	630_VPI	colonized	630	VPI	2014
185D0	185	18	0	female	yes	RAG	630_VPI	colonized	630	VPI	2014
185D1	185	18	1	female	yes	RAG	630_VPI	colonized	630	VPI	2014
185D10	185	18	10	female	yes	RAG	630_VPI	colonized	630	VPI	2014
185D16	185	18	16	female	yes	RAG	630_VPI	colonized	630	VPI	2014
185D22	185	18	22	female	yes	RAG	630_VPI	colonized	630	VPI	2014
185D4	185	18	4	female	yes	RAG	630_VPI	colonized	630	VPI	2014
185D44	185	18	44	female	yes	RAG	630_VPI	colonized	630	VPI	2014
185D7	185	18	7	female	yes	RAG	630_VPI	colonized	630	VPI	2014
185Dneg15	185	18	-15	female	yes	RAG	630_VPI	colonized	630	VPI	2014
7101D00	7101	710	0	female	no	WT	Naive_Mock	uncolonized	mock	mock	2013
7101D01	7101	710	1	female	no	WT	Naive_Mock	uncolonized	mock	mock	2013
7101D04	7101	710	4	female	no	WT	Naive_Mock	uncolonized	mock	mock	2013
7101D07	7101	710	7	female	no	WT	Naive_Mock	uncolonized	mock	mock	2013
7101D10	7101	710	10	female	no	WT	Naive_Mock	uncolonized	mock	mock	2013
7101D13	7101	710	13	female	no	WT	Naive_Mock	uncolonized	mock	mock	2013
7101D16	7101	710	16	female	no	WT	Naive_Mock	uncolonized	mock	mock	2013
7101D22	7101	710	22	female	no	WT	Naive_Mock	uncolonized	mock	mock	2013
7101D28	7101	710	28	female	no	WT	Naive_Mock	uncolonized	mock	mock	2013
7101D34	7101	710	34	female	no	WT	Naive_Mock	uncolonized	mock	mock	2013
7101D37	7101	710	37	female	no	WT	Naive_Mock	uncolonized	mock	mock	2013
7101D44	7101	710	44	female	no	WT	Naive_Mock	uncolonized	mock	mock	2013
7101Dneg15	7101	710	-15	female	no	WT	Naive_Mock	uncolonized	mock	mock	2013
7102D00	7102	710	0	female	no	WT	Naive_Mock	uncolonized	mock	mock	2013
7102D01	7102	710	1	female	no	WT	Naive_Mock	uncolonized	mock	mock	2013
7102D04	7102	710	4	female	no	WT	Naive_Mock	uncolonized	mock	mock	2013
7102D07	7102	710	7	female	no	WT	Naive_Mock	uncolonized	mock	mock	2013
7102D10	7102	710	10	female	no	WT	Naive_Mock	uncolonized	mock	mock	2013
7102D13	7102	710	13	female	no	WT	Naive_Mock	uncolonized	mock	mock	2013
7102D16	7102	710	16	female	no	WT	Naive_Mock	uncolonized	mock	mock	2013
7102D22	7102	710	22	female	no	WT	Naive_Mock	uncolonized	mock	mock	2013
7102D28	7102	710	28	female	no	WT	Naive_Mock	uncolonized	mock	mock	2013
7102D34	7102	710	34	female	no	WT	Naive_Mock	uncolonized	mock	mock	2013
7102D37	7102	710	37	female	no	WT	Naive_Mock	uncolonized	mock	mock	2013
7102D44	7102	710	44	female	no	WT	Naive_Mock	uncolonized	mock	mock	2013
7102Dneg15	7102	710	-15	female	no	WT	Naive_Mock	uncolonized	mock	mock	2013
7103D00	7103	710	0	female	no	WT	Naive_Mock	uncolonized	mock	mock	2013
7103D01	7103	710	1	female	no	WT	Naive_Mock	uncolonized	mock	mock	2013
7103D04	7103	710	4	female	no	WT	Naive_Mock	uncolonized	mock	mock	2013
7103D07	7103	710	7	female	no	WT	Naive_Mock	uncolonized	mock	mock	2013
7103D10	7103	710	10	female	no	WT	Naive_Mock	uncolonized	mock	mock	2013
7103D13	7103	710	13	female	no	WT	Naive_Mock	uncolonized	mock	mock	2013
7103D16	7103	710	16	female	no	WT	Naive_Mock	uncolonized	mock	mock	2013
7103D22	7103	710	22	female	no	WT	Naive_Mock	uncolonized	mock	mock	2013
7103D28	7103	710	28	female	no	WT	Naive_Mock	uncolonized	mock	mock	2013
7103D34	7103	710	34	female	no	WT	Naive_Mock	uncolonized	mock	mock	2013
7103D37	7103	710	37	female	no	WT	Naive_Mock	uncolonized	mock	mock	2013
7103D44	7103	710	44	female	no	WT	Naive_Mock	uncolonized	mock	mock	2013
7103Dneg15	7103	710	-15	female	no	WT	Naive_Mock	uncolonized	mock	mock	2013
7104D00	7104	710	0	female	no	WT	Naive_VPI	uncolonized	mock	VPI	2013
7104D01	7104	710	1	female	no	WT	Naive_VPI	uncolonized	mock	VPI	2013
7104D04	7104	710	4	female	no	WT	Naive_VPI	uncolonized	mock	VPI	2013
7104D07	7104	710	7	female	no	WT	Naive_VPI	uncolonized	mock	VPI	2013
7104D10	7104	710	10	female	no	WT	Naive_VPI	uncolonized	mock	VPI	2013
7104D13	7104	710	13	female	no	WT	Naive_VPI	uncolonized	mock	VPI	2013
7104D16	7104	710	16	female	no	WT	Naive_VPI	uncolonized	mock	VPI	2013
7104D22	7104	710	22	female	no	WT	Naive_VPI	uncolonized	mock	VPI	2013
7104D28	7104	710	28	female	no	WT	Naive_VPI	uncolonized	mock	VPI	2013
7104D34	7104	710	34	female	no	WT	Naive_VPI	uncolonized	mock	VPI	2013
7104D37	7104	710	37	female	no	WT	Naive_VPI	uncolonized	mock	VPI	2013
7104D44	7104	710	44	female	no	WT	Naive_VPI	uncolonized	mock	VPI	2013
7104Dneg15	7104	710	-15	female	no	WT	Naive_VPI	uncolonized	mock	VPI	2013
7105D00	7105	710	0	female	no	WT	Naive_VPI	uncolonized	mock	VPI	2013
7105D01	7105	710	1	female	no	WT	Naive_VPI	uncolonized	mock	VPI	2013
7105D04	7105	710	4	female	no	WT	Naive_VPI	uncolonized	mock	VPI	2013
7105D07	7105	710	7	female	no	WT	Naive_VPI	uncolonized	mock	VPI	2013
7105D10	7105	710	10	female	no	WT	Naive_VPI	uncolonized	mock	VPI	2013
7105D13	7105	710	13	female	no	WT	Naive_VPI	uncolonized	mock	VPI	2013
7105D16	7105	710	16	female	no	WT	Naive_VPI	uncolonized	mock	VPI	2013
7105D22	7105	710	22	female	no	WT	Naive_VPI	uncolonized	mock	VPI	2013
7105D28	7105	710	28	female	no	WT	Naive_VPI	uncolonized	mock	VPI	2013
7105D34	7105	710	34	female	no	WT	Naive_VPI	uncolonized	mock	VPI	2013
7105D37	7105	710	37	female	no	WT	Naive_VPI	uncolonized	mock	VPI	2013
7105D44	7105	710	44	female	no	WT	Naive_VPI	uncolonized	mock	VPI	2013
7105Dneg15	7105	710	-15	female	no	WT	Naive_VPI	uncolonized	mock	VPI	2013
7111D00	7111	711	0	female	no	WT	Naive_Mock	uncolonized	mock	mock	2013
7111D01	7111	711	1	female	no	WT	Naive_Mock	uncolonized	mock	mock	2013
7111D04	7111	711	4	female	no	WT	Naive_Mock	uncolonized	mock	mock	2013
7111D07	7111	711	7	female	no	WT	Naive_Mock	uncolonized	mock	mock	2013
7111D10	7111	711	10	female	no	WT	Naive_Mock	uncolonized	mock	mock	2013
7111D13	7111	711	13	female	no	WT	Naive_Mock	uncolonized	mock	mock	2013
7111D16	7111	711	16	female	no	WT	Naive_Mock	uncolonized	mock	mock	2013
7111D22	7111	711	22	female	no	WT	Naive_Mock	uncolonized	mock	mock	2013
7111D28	7111	711	28	female	no	WT	Naive_Mock	uncolonized	mock	mock	2013
7111D34	7111	711	34	female	no	WT	Naive_Mock	uncolonized	mock	mock	2013
7111D37	7111	711	37	female	no	WT	Naive_Mock	uncolonized	mock	mock	2013
7111D44	7111	711	44	female	no	WT	Naive_Mock	uncolonized	mock	mock	2013
7111Dneg15	7111	711	-15	female	no	WT	Naive_Mock	uncolonized	mock	mock	2013
7112D00	7112	711	0	female	no	WT	Naive_VPI	uncolonized	mock	VPI	2013
7112D01	7112	711	1	female	no	WT	Naive_VPI	uncolonized	mock	VPI	2013
7112D04	7112	711	4	female	no	WT	Naive_VPI	uncolonized	mock	VPI	2013
7112D07	7112	711	7	female	no	WT	Naive_VPI	uncolonized	mock	VPI	2013
7112D10	7112	711	10	female	no	WT	Naive_VPI	uncolonized	mock	VPI	2013
7112D13	7112	711	13	female	no	WT	Naive_VPI	uncolonized	mock	VPI	2013
7112D16	7112	711	16	female	no	WT	Naive_VPI	uncolonized	mock	VPI	2013
7112D22	7112	711	22	female	no	WT	Naive_VPI	uncolonized	mock	VPI	2013
7112D28	7112	711	28	female	no	WT	Naive_VPI	uncolonized	mock	VPI	2013
7112D34	7112	711	34	female	no	WT	Naive_VPI	uncolonized	mock	VPI	2013
7112D37	7112	711	37	female	no	WT	Naive_VPI	uncolonized	mock	VPI	2013
7112D44	7112	711	44	female	no	WT	Naive_VPI	uncolonized	mock	VPI	2013
7112Dneg15	7112	711	-15	female	no	WT	Naive_VPI	uncolonized	mock	VPI	2013
7113D00	7113	711	0	female	no	WT	Naive_VPI	uncolonized	mock	VPI	2013
7113D01	7113	711	1	female	no	WT	Naive_VPI	uncolonized	mock	VPI	2013
7113D04	7113	711	4	female	no	WT	Naive_VPI	uncolonized	mock	VPI	2013
7113D07	7113	711	7	female	no	WT	Naive_VPI	uncolonized	mock	VPI	2013
7113D10	7113	711	10	female	no	WT	Naive_VPI	uncolonized	mock	VPI	2013
7113D13	7113	711	13	female	no	WT	Naive_VPI	uncolonized	mock	VPI	2013
7113D16	7113	711	16	female	no	WT	Naive_VPI	uncolonized	mock	VPI	2013
7113D22	7113	711	22	female	no	WT	Naive_VPI	uncolonized	mock	VPI	2013
7113D28	7113	711	28	female	no	WT	Naive_VPI	uncolonized	mock	VPI	2013
7113D34	7113	711	34	female	no	WT	Naive_VPI	uncolonized	mock	VPI	2013
7113D37	7113	711	37	female	no	WT	Naive_VPI	uncolonized	mock	VPI	2013
7113D44	7113	711	44	female	no	WT	Naive_VPI	uncolonized	mock	VPI	2013
7113Dneg15	7113	711	-15	female	no	WT	Naive_VPI	uncolonized	mock	VPI	2013
7121D00	7121	712	0	female	no	WT	630_Mock	colonized	630	mock	2013
7121D01	7121	712	1	female	no	WT	630_Mock	colonized	630	mock	2013
7121D04	7121	712	4	female	no	WT	630_Mock	colonized	630	mock	2013
7121D07	7121	712	7	female	no	WT	630_Mock	colonized	630	mock	2013
7121D10	7121	712	10	female	no	WT	630_Mock	colonized	630	mock	2013
7121D13	7121	712	13	female	no	WT	630_Mock	colonized	630	mock	2013
7121D16	7121	712	16	female	no	WT	630_Mock	colonized	630	mock	2013
7121D22	7121	712	22	female	no	WT	630_Mock	colonized	630	mock	2013
7121D28	7121	712	28	female	no	WT	630_Mock	colonized	630	mock	2013
7121D34	7121	712	34	female	no	WT	630_Mock	colonized	630	mock	2013
7121D37	7121	712	37	female	no	WT	630_Mock	colonized	630	mock	2013
7121D44	7121	712	44	female	no	WT	630_Mock	colonized	630	mock	2013
7121Dneg15	7121	712	-15	female	no	WT	630_Mock	colonized	630	mock	2013
7122D00	7122	712	0	female	no	WT	630_Mock	colonized	630	mock	2013
7122D01	7122	712	1	female	no	WT	630_Mock	colonized	630	mock	2013
7122D04	7122	712	4	female	no	WT	630_Mock	colonized	630	mock	2013
7122D07	7122	712	7	female	no	WT	630_Mock	colonized	630	mock	2013
7122D10	7122	712	10	female	no	WT	630_Mock	colonized	630	mock	2013
7122D13	7122	712	13	female	no	WT	630_Mock	colonized	630	mock	2013
7122D16	7122	712	16	female	no	WT	630_Mock	colonized	630	mock	2013
7122D22	7122	712	22	female	no	WT	630_Mock	colonized	630	mock	2013
7122D28	7122	712	28	female	no	WT	630_Mock	colonized	630	mock	2013
7122D34	7122	712	34	female	no	WT	630_Mock	colonized	630	mock	2013
7122D37	7122	712	37	female	no	WT	630_Mock	colonized	630	mock	2013
7122D44	7122	712	44	female	no	WT	630_Mock	colonized	630	mock	2013
7122Dneg15	7122	712	-15	female	no	WT	630_Mock	colonized	630	mock	2013
7123D00	7123	712	0	female	no	WT	630_VPI	colonized	630	VPI	2013
7123D00p2	7123	712	0	female	no	WT	630_VPI	colonized	630	VPI	2013
7123D01	7123	712	1	female	no	WT	630_VPI	colonized	630	VPI	2013
7123D04	7123	712	4	female	no	WT	630_VPI	colonized	630	VPI	2013
7123D07	7123	712	7	female	no	WT	630_VPI	colonized	630	VPI	2013
7123D10	7123	712	10	female	no	WT	630_VPI	colonized	630	VPI	2013
7123D13	7123	712	13	female	no	WT	630_VPI	colonized	630	VPI	2013
7123D16	7123	712	16	female	no	WT	630_VPI	colonized	630	VPI	2013
7123D22	7123	712	22	female	no	WT	630_VPI	colonized	630	VPI	2013
7123D28	7123	712	28	female	no	WT	630_VPI	colonized	630	VPI	2013
7123D34	7123	712	34	female	no	WT	630_VPI	colonized	630	VPI	2013
7123D37	7123	712	37	female	no	WT	630_VPI	colonized	630	VPI	2013
7123D44	7123	712	44	female	no	WT	630_VPI	colonized	630	VPI	2013
7123Dneg15	7123	712	-15	female	no	WT	630_VPI	colonized	630	VPI	2013
7124D00	7124	712	0	female	no	WT	630_VPI	colonized	630	VPI	2013
7124D01	7124	712	1	female	no	WT	630_VPI	colonized	630	VPI	2013
7124D07	7124	712	7	female	no	WT	630_VPI	colonized	630	VPI	2013
7124D10	7124	712	10	female	no	WT	630_VPI	colonized	630	VPI	2013
7124D13	7124	712	13	female	no	WT	630_VPI	colonized	630	VPI	2013
7124D16	7124	712	16	female	no	WT	630_VPI	colonized	630	VPI	2013
7124D22	7124	712	22	female	no	WT	630_VPI	colonized	630	VPI	2013
7124D28	7124	712	28	female	no	WT	630_VPI	colonized	630	VPI	2013
7124D34	7124	712	34	female	no	WT	630_VPI	colonized	630	VPI	2013
7124D37	7124	712	37	female	no	WT	630_VPI	colonized	630	VPI	2013
7124D44	7124	712	44	female	no	WT	630_VPI	colonized	630	VPI	2013
7124Dneg15	7124	712	-15	female	no	WT	630_VPI	colonized	630	VPI	2013
7131D00	7131	713	0	female	no	WT	630_VPI	colonized	630	VPI	2013
7131D01	7131	713	1	female	no	WT	630_VPI	colonized	630	VPI	2013
7131D04	7131	713	4	female	no	WT	630_VPI	colonized	630	VPI	2013
7131D07	7131	713	7	female	no	WT	630_VPI	colonized	630	VPI	2013
7131D10	7131	713	10	female	no	WT	630_VPI	colonized	630	VPI	2013
7131D13	7131	713	13	female	no	WT	630_VPI	colonized	630	VPI	2013
7131D16	7131	713	16	female	no	WT	630_VPI	colonized	630	VPI	2013
7131D22	7131	713	22	female	no	WT	630_VPI	colonized	630	VPI	2013
7131D28	7131	713	28	female	no	WT	630_VPI	colonized	630	VPI	2013
7131D34	7131	713	34	female	no	WT	630_VPI	colonized	630	VPI	2013
7131D37	7131	713	37	female	no	WT	630_VPI	colonized	630	VPI	2013
7131D44	7131	713	44	female	no	WT	630_VPI	colonized	630	VPI	2013
7131Dneg15	7131	713	-15	female	no	WT	630_VPI	colonized	630	VPI	2013
7132D00	7132	713	0	female	no	WT	630_VPI	colonized	630	VPI	2013
7132D01	7132	713	1	female	no	WT	630_VPI	colonized	630	VPI	2013
7132D07	7132	713	7	female	no	WT	630_VPI	colonized	630	VPI	2013
7132D10	7132	713	10	female	no	WT	630_VPI	colonized	630	VPI	2013
7132D13	7132	713	13	female	no	WT	630_VPI	colonized	630	VPI	2013
7132D16	7132	713	16	female	no	WT	630_VPI	colonized	630	VPI	2013
7132D22	7132	713	22	female	no	WT	630_VPI	colonized	630	VPI	2013
7132D34	7132	713	34	female	no	WT	630_VPI	colonized	630	VPI	2013
7132D37	7132	713	37	female	no	WT	630_VPI	colonized	630	VPI	2013
7132D44	7132	713	44	female	no	WT	630_VPI	colonized	630	VPI	2013
7132Dneg15	7132	713	-15	female	no	WT	630_VPI	colonized	630	VPI	2013
7133D00	7133	713	0	female	no	WT	630_VPI	colonized	630	VPI	2013
7133D01	7133	713	1	female	no	WT	630_VPI	colonized	630	VPI	2013
7133D04	7133	713	4	female	no	WT	630_VPI	colonized	630	VPI	2013
7133D07	7133	713	7	female	no	WT	630_VPI	colonized	630	VPI	2013
7133D10	7133	713	10	female	no	WT	630_VPI	colonized	630	VPI	2013
7133D13	7133	713	13	female	no	WT	630_VPI	colonized	630	VPI	2013
7133D16	7133	713	16	female	no	WT	630_VPI	colonized	630	VPI	2013
7133D22	7133	713	22	female	no	WT	630_VPI	colonized	630	VPI	2013
7133D28	7133	713	28	female	no	WT	630_VPI	colonized	630	VPI	2013
7133D34	7133	713	34	female	no	WT	630_VPI	colonized	630	VPI	2013
7133D37	7133	713	37	female	no	WT	630_VPI	colonized	630	VPI	2013
7133D44	7133	713	44	female	no	WT	630_VPI	colonized	630	VPI	2013
7133Dneg15	7133	713	-15	female	no	WT	630_VPI	colonized	630	VPI	2013
7134D00	7134	713	0	female	no	WT	630_VPI	colonized	630	VPI	2013
7134D01	7134	713	1	female	no	WT	630_VPI	colonized	630	VPI	2013
7134D07	7134	713	7	female	no	WT	630_VPI	colonized	630	VPI	2013
7134D10	7134	713	10	female	no	WT	630_VPI	colonized	630	VPI	2013
7134D13	7134	713	13	female	no	WT	630_VPI	colonized	630	VPI	2013
7134D16	7134	713	16	female	no	WT	630_VPI	colonized	630	VPI	2013
7134D22	7134	713	22	female	no	WT	630_VPI	colonized	630	VPI	2013
7134D28	7134	713	28	female	no	WT	630_VPI	colonized	630	VPI	2013
7134D34	7134	713	34	female	no	WT	630_VPI	colonized	630	VPI	2013
7134D37	7134	713	37	female	no	WT	630_VPI	colonized	630	VPI	2013
7134D44	7134	713	44	female	no	WT	630_VPI	colonized	630	VPI	2013
7134Dneg15	7134	713	-15	female	no	WT	630_VPI	colonized	630	VPI	2013
7135D00	7135	713	0	female	no	WT	630_VPI	colonized	630	VPI	2013
7135D01	7135	713	1	female	no	WT	630_VPI	colonized	630	VPI	2013
7135D04	7135	713	4	female	no	WT	630_VPI	colonized	630	VPI	2013
7135D07	7135	713	7	female	no	WT	630_VPI	colonized	630	VPI	2013
7135D10	7135	713	10	female	no	WT	630_VPI	colonized	630	VPI	2013
7135D13	7135	713	13	female	no	WT	630_VPI	colonized	630	VPI	2013
7135D16	7135	713	16	female	no	WT	630_VPI	colonized	630	VPI	2013
7135D22	7135	713	22	female	no	WT	630_VPI	colonized	630	VPI	2013
7135D28	7135	713	28	female	no	WT	630_VPI	colonized	630	VPI	2013
